title,control_title,Mod,priority,Recommendation Steps/Approach,COST,
S3,S3 bucket default encryption should be enabled with KMS,Compliance, p1 ,"To enable default encryption with KMS for an S3 bucket, open the S3 console, select the bucket, navigate to the ""Properties"" tab, enable default encryption, choose ""AWS Key Management Service key (SSE-KMS),"" select your KMS key, and save the changes.
Reference:  https://docs.aws.amazon.com/AmazonS3/latest/userguide/example-bucket-policies.html#example-bucket-policies-encryption",KMS costs apply based on usage,
S3,S3 buckets should enforce SSL,Compliance, p1 ,"To enforce SSL for your S3 buckets, set a bucket policy that denies HTTP requests, allowing only HTTPS. Consider using Amazon CloudFront to require HTTPS and enable server-side encryption for added security.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/example-bucket-policies.html#example-bucket-policies-HTTP-HTTPS",Cost: None/$0 ,
S3,S3 buckets should have event notifications enabled,Compliance, p2 ,"Enable S3 bucket event notifications to monitor changes like object creation or deletion by configuring alerts to trigger actions in SNS, SQS, or Lambda.
Open the S3 console, select your bucket, go to the Properties tab, and under Event notifications, click Create event notification to specify events like object creation or deletion and choose a destination (SNS, SQS, or Lambda).
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-event-notifications.html",Cost: None/$0  (but may incur SNS costs if used),
S3,S3 buckets should have lifecycle policies configured,Compliance, p2 ,"Configure S3 lifecycle policies to transition active data to Standard-IA after 30 days, archive to Glacier after 90 days, and delete objects older than 365 days; for archival data, move to Glacier after 90 days and delete after 7 years; for temporary files, delete after 7 days.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/lifecycle-configuration-examples.html",Cost: None/$0 ,
S3,S3 bucket logging should be enabled,Compliance, p1 ,"To enable S3 bucket logging and track access requests, go to the S3 console, select your bucket, click on ""Properties,"" under ""Server access logging,"" enable it, and specify a target bucket to store the logs for analysis.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-server-access-logging.html",Depends on log storage,
S3,Ensure MFA Delete is enabled on S3 buckets,Compliance, p1 ,"Enable versioning on your S3 bucket through the AWS Management Console, CLI, or SDKs. Then, set up MFA for your IAM user and configure MFA Delete using the AWS CLI or SDKs, as it cannot be done via the Management Console.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/MultiFactorAuthenticationDelete.html",Cost: None/$0 ,
S3,S3 bucket ACLs should not be accessible to all authenticated user,Compliance, p1 ,"To restrict S3 bucket ACLs from being accessible to all authenticated users, remove any permissions for ""Authenticated Users"" in the ACL settings and review the bucket policy to ensure no access is granted to this group. Consider using bucket policies for more granular control instead of ACLs.reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/walkthrough1.html",Cost: None/$0 ,
S3,S3 bucket object lock should be enabled,Compliance, p2 ,"while reating a new bucket and select Enable Object Lock during the setup, choosing the desired retention period and mode. Object Lock cannot be added to existing buckets, so you'll need to migrate objects to a newly created bucket with this feature.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/object-lock-configure.html",Cost: None/$0  (but may incur storage costs),
S3,S3 buckets object logging should be enabled,Compliance, p1 ,"To enable object logging for an S3 bucket, go to the bucket in the S3 console, navigate to the Properties tab, and enable Server Access Logging by specifying a target bucket for logs. This will capture and store logs of all requests made to the bucket.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/enable-server-access-logging.html",Depends on log storage,
S3,S3 bucket policy should prohibit public access,Compliance, p1 ,"To prohibit public access to an S3 bucket, create a bucket policy that denies access to any principal (user or account) except for specific allowed users.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-control-block-public-access.html",Cost: None/$0 ,
S3,AWS S3 permissions granted to other AWS accounts in bucket policies should be restricted,Compliance, p2 ,"Open bucket polacies, Review Current Policies and Restrict access only to trusted AWS accounts.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/access-grants-cross-accounts.html",Cost: None/$0 ,
S3,S3 buckets should prohibit public read access,Compliance, p1 ,"To prohibit public read access to an S3 bucket, enable all options under the Block public access settings in the bucket's Permissions tab. Additionally, review the bucket policy for any statements allowing public read access and remove or modify them as necessary.
Reference: https://docs.aws.amazon.com/config/latest/developerguide/s3-bucket-public-read-prohibited.html",Cost: None/$0 ,
S3,S3 buckets should prohibit public write access,Compliance, p1 ,"Access the S3 console, select the bucket, enable all options under Block public access in the Permissions tab, and review the bucket policy to modify or remove any public write access statements as needed.
reference: https://docs.aws.amazon.com/config/latest/developerguide/s3-bucket-public-write-prohibited.html",Cost: None/$0 ,
S3,S3 buckets static website hosting should be disabled,Compliance, p3 ,"Go to the AWS S3 console, select the desired bucket, and navigate to the ""Properties"" tab. Scroll down to the ""Static website hosting"" section, click ""Edit,"" select ""Disable,"" and save the changes.",Cost: None/$0 ,
S3,S3 buckets with versioning enabled should have lifecycle policies configured,Compliance, p2 ,"Go to the S3 console, select the bucket, and navigate to the ""Management"" tab to create a lifecycle rule. Define transitions or expirations for non-current versions, then review and save the rule.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/how-to-set-lifecycle-configuration-intro.html",Cost: None/$0 ,
S3,S3 bucket versioning should be enabled,Compliance, p1 ,"Go to the AWS S3 console, select the bucket, and navigate to the ""Properties"" tab. In the ""Bucket Versioning"" section, click ""Edit,"" enable versioning, and save the changes.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/Versioning.html",Cost: None/$0  (but may incur storage costs),
S3,S3 public access should be blocked at account level,Compliance, p1 ,"Ggo to the AWS Management Console, open the S3 service, and click on ""Block Public Access settings for this account."" Then, enable the block for all public access settings, including new and existing buckets, and save the changes to apply account-wide.
Reference: https://docs.aws.amazon.com/config/latest/developerguide/s3-account-level-public-access-blocks.html",Cost: None/$0 ,
S3,S3 public access should be blocked at bucket levels,Compliance, p2,"Go to the AWS S3 console, select the bucket, and navigate to the ""Permissions"" tab. Under the ""Block public access"" section, click ""Edit,"" enable all block options, and save the changes.
Reference: https://docs.aws.amazon.com/AmazonS3/latest/userguide/configuring-block-public-access-bucket.html",Cost: None/$0 ,
S3,S3 public access should be blocked at account and bucket levels,Compliance,p1,"Go to the AWS S3 console and navigate to ""Block Public Access settings for this account"" under the ""S3"" dashboard. Enable all options to block public access at the account level. Then, for each bucket, go to the ""Permissions"" tab, edit the ""Block public access"" settings, enable all options, and save the changes.",Cost: None/$0 ,
SageMaker,SageMaker endpoint configuration encryption should be enabled,Compliance,P1,Ensure SageMaker endpoint configuration encryption is enabled. Steps: 1. Review endpoint configurations. 2. Enable encryption for the endpoint. https://docs.aws.amazon.com/sagemaker/latest/dg/endpoint-security.html,Cost: None/$0 ,
SageMaker,SageMaker models should be in a VPC,Compliance,P1,Ensure SageMaker models are in a VPC. Steps: 1. Review model configurations. 2. Deploy models in a Virtual Private Cloud (VPC). https://docs.aws.amazon.com/sagemaker/latest/dg/sagemaker-in-vpc.html,Cost: None/$0 ,
SageMaker,SageMaker models should have network isolation enabled,Compliance,P1,Ensure SageMaker models have network isolation enabled. Steps: 1. Check model settings. 2. Enable network isolation for the model. https://docs.aws.amazon.com/sagemaker/latest/dg/security-privacy.html,Cost: None/$0 ,
SageMaker,SageMaker notebook instances should not have direct internet access,Compliance,P1,Ensure SageMaker notebook instances do not have direct internet access. Steps: 1. Review the network settings for notebook instances. 2. Disable direct internet access. https://docs.aws.amazon.com/sagemaker/latest/dg/notebook-instances.html,Cost: None/$0 ,
SageMaker,SageMaker notebook instances should be encrypted using CMK,Compliance,P1,Ensure SageMaker notebook instances are encrypted using CMK. Steps: 1. Review encryption settings. 2. Enable encryption using customer-managed keys (CMK). https://docs.aws.amazon.com/sagemaker/latest/dg/notebook-instances.html,Cost: None/$0 ,
SageMaker,SageMaker notebook instance encryption should be enabled,Compliance,P1,Ensure SageMaker notebook instance encryption is enabled. Steps: 1. Check instance settings. 2. Enable encryption for notebook instances. https://docs.aws.amazon.com/sagemaker/latest/dg/notebook-instances.html,Cost: None/$0 ,
SageMaker,SageMaker notebook instances should be in a VPC,Compliance,P1,Ensure SageMaker notebook instances are in a VPC. Steps: 1. Review network settings. 2. Deploy notebook instances in a Virtual Private Cloud (VPC). https://docs.aws.amazon.com/sagemaker/latest/dg/notebook-instances.html,Cost: None/$0 ,
SageMaker,SageMaker notebook instances root access should be disabled,Compliance,P1,Ensure SageMaker notebook instances root access is disabled. Steps: 1. Review instance permissions. 2. Disable root access for notebook instances. https://docs.aws.amazon.com/sagemaker/latest/dg/notebook-instances.html,Cost: None/$0 ,
SageMaker,SageMaker training jobs should be in VPC,Compliance,P1,Ensure SageMaker training jobs are in a VPC. Steps: 1. Review training job settings. 2. Configure training jobs to run in a Virtual Private Cloud (VPC). https://docs.aws.amazon.com/sagemaker/latest/dg/sagemaker-in-vpc.html,Cost: None/$0 ,
SageMaker,SageMaker training jobs should be enabled with inter-container traffic encryption,Compliance,P1,Ensure SageMaker training jobs are enabled with inter-container traffic encryption. Steps: 1. Check training job configurations. 2. Enable inter-container traffic encryption. https://docs.aws.amazon.com/sagemaker/latest/dg/training-jobs.html,Cost: None/$0 ,
SageMaker,SageMaker training jobs should have network isolation enabled,Compliance,P1,Ensure SageMaker training jobs have network isolation enabled. Steps: 1. Review training job settings. 2. Enable network isolation for training jobs. https://docs.aws.amazon.com/sagemaker/latest/dg/security-privacy.html,Cost: None/$0 ,
SageMaker,SageMaker training jobs volumes and outputs should have KMS encryption enabled,Compliance,P1,Ensure SageMaker training job volumes and outputs have KMS encryption enabled. Steps: 1. Review volume settings. 2. Enable KMS encryption for training job volumes and outputs. https://docs.aws.amazon.com/sagemaker/latest/dg/security-privacy.html,Cost: None/$0 ,
